% K_lin=8.035300  p_cw=[-2.695200 31.026600 -64.676800]  p_ccw=[2.343300 4.917800 -23.132900]
Time[s]              Vcmd[V]              Vc[V]                Vg[V]                Pot[V]               Omega[rad/s]         Omega_target[rad/s] 
        1.2604960000         0.1260496000         2.7965836595         1.3837812120        -0.0052519485         1.2183802165         1.0128463509
        1.2654770000         0.1265477000         2.7968345735         1.3837812120         0.0024036839         1.2183802165         1.0168487338
        1.2705682000         0.1270568200         2.7970910606         1.3914381925         0.0049555613         1.4178421891         1.0209396658
        1.2753993000         0.1275399300         2.7973344649         1.3735719045        -0.0052519485         0.9524309195         1.0248215995
        1.2804297000         0.1280429700         2.7975879317         1.3786765582        -0.0052519485         1.0854055680         1.0288636769
        1.2854128000         0.1285412800         2.7978390366         1.3761242314        -0.0052519485         1.0189182438         1.0328677472
        1.2904180000         0.1290418000         2.7980912767         1.3761242314        -0.0052519485         1.0189182438         1.0368895755
        1.2954685000         0.1295468500         2.7983458214         1.3888858657         0.0075074388         1.3513548649         1.0409478038
        1.3004108000         0.1300410800         2.7985949341         1.3863335388         0.0024036839         1.2848675407         1.0449190901
        1.3053951000         0.1305395100         2.7988461851         1.3812288851        -0.0027000711         1.1518928922         1.0489241247
        1.3104281000         0.1310428100         2.7990999126         1.3939905194         0.0100593162         1.4843295134         1.0529682912
        1.3154166000         0.1315416600         2.7993514182         1.3888858657         0.0100593162         1.3513548649         1.0569767006
        1.3203883000         0.1320388300         2.7996020981         1.3965428462         0.0177149486         1.5508168376         1.0609716107
        1.3253974000         0.1325397400         2.7998546852         1.3863335388         0.0151630711         1.2848675407         1.0649965728
        1.3304441000         0.1330444100         2.8001091902         1.3914381925         0.0202668261         1.4178421891         1.0690517477
        1.3354186000         0.1335418600         2.8003600756         1.3914381925         0.0304743359         1.4178421891         1.0730489077
        1.3404242000         0.1340424200         2.8006125510         1.3863335388         0.0253705810         1.2848675407         1.0770710574
        1.3453890000         0.1345389000         2.8008629898         1.3939905194         0.0381299683         1.4843295134         1.0810604232
        1.3504258000         0.1350425800         2.8011170822         1.3888858657         0.0381299683         1.3513548649         1.0851076431
        1.3554339000         0.1355433900         2.8013697484         1.3837812120         0.0406818457         1.2183802165         1.0891318017
        1.3604540000         0.1360454000         2.8016230417         1.3939905194         0.0559931105         1.4843295134         1.0931656026
        1.3654213000         0.1365421300         2.8018736923         1.3863335388         0.0508893556         1.2848675407         1.0971569772
        1.3703936000         0.1370393600         2.8021246166         1.3837812120         0.0559931105         1.2183802165         1.1011523694
        1.3754007000         0.1375400700         2.8023773185         1.3939905194         0.0738562527         1.4843295134         1.1051757245
        1.3803980000         0.1380398000         2.8026295474         1.3888858657         0.0764081302         1.3513548649         1.1091912049
        1.3854421000         0.1385442100         2.8028841603         1.3837812120         0.0815118851         1.2183802165         1.1132442906
        1.3903918000         0.1390391800         2.8031340295         1.3965428462         0.0917193949         1.5508168376         1.1172215231
        1.3953944000         0.1395394400         2.8033865906         1.3812288851         0.0866156400         1.1518928922         1.1212412622
        1.4003986000         0.1400398600         2.8036392541         1.3939905194         0.0968231498         1.4843295134         1.1252622871
        1.4053966000         0.1405396600         2.8038916262         1.3863335388         0.1070306597         1.2848675407         1.1292783300
        1.4103863000         0.1410386300         2.8041436007         1.3863335388         0.1070306597         1.2848675407         1.1332877036
        1.4153910000         0.1415391000         2.8043963543         1.3837812120         0.1070306597         1.2183802165         1.1373091302
        1.4203899000         0.1420389900         2.8046488365         1.3863335388         0.1146862920         1.2848675407         1.1413258963
        1.4253931000         0.1425393100         2.8049015576         1.3786765582         0.1121344146         1.0854055680         1.1453461176
        1.4303879000         0.1430387900         2.8051538760         1.3837812120         0.1248938019         1.2183802165         1.1493595893
        1.4353901000         0.1435390100         2.8054065898         1.3914381925         0.1351013117         1.4178421891         1.1533790071
        1.4404238000         0.1440423800         2.8056609169         1.3863335388         0.1351013117         1.2848675407         1.1574237360
        1.4454392000         0.1445439200         2.8059143412         1.3939905194         0.1376531892         1.4843295134         1.1614537604
        1.4504260000         0.1450426000         2.8061663419         1.3837812120         0.1427569441         1.2183802165         1.1654608038
        1.4554170000         0.1455417000         2.8064185764         1.3965428462         0.1529644539         1.5508168376         1.1694712220
        1.4604259000         0.1460425900         2.8066717373         1.3863335388         0.1555163314         1.2848675407         1.1734960234
        1.4654338000         0.1465433800         2.8069248693         1.3914381925         0.1606200863         1.4178421891         1.1775200213
        1.4703872000         0.1470387200         2.8071752679         1.3888858657         0.1657238412         1.3513548649         1.1815002268
        1.4755761000         0.1475576100         2.8074375941         1.3990951731         0.1759313511         1.6173041618         1.1856696636
        1.4804346000         0.1480434600         2.8076832379         1.3888858657         0.1759313511         1.3513548649         1.1895736141
        1.4854254000         0.1485425400         2.8079355921         1.3888858657         0.1810351060         1.3513548649         1.1935838717
        1.4904140000         0.1490414000         2.8081878567         1.3939905194         0.1937944933         1.4843295134         1.1975923614
        1.4958019000         0.1495801900         2.8084603373         1.3812288851         0.1886907384         1.1518928922         1.2019217007
        1.5003914000         0.1500391400         2.8086924606         1.3914381925         0.1988982482         1.4178421891         1.2056095016
        1.5054706000         0.1505470600         2.8089493728         1.3888858657         0.2040020031         1.3513548649         1.2096907912
        1.5103972000         0.1510397200         2.8091985877         1.3837812120         0.2040020031         1.2183802165         1.2136494621
        1.5154183000         0.1515418300         2.8094526047         1.3863335388         0.2167613904         1.2848675407         1.2176840666
        1.5205474000         0.1520547400         2.8097121079         1.3888858657         0.2218651453         1.3513548649         1.2218054523
        1.5253848000         0.1525384800         2.8099568737         1.4067521537         0.2269689002         1.8167661345         1.2256924483
