% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 5
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
22.3050000000        -0.5762529400        -4.8019733743        -4.4074447230       
22.3100000000        -0.5775085250        -4.8124362897        -4.2212802152       
22.3150000000        -0.5787537000        -4.8228124575        -4.5271219066       
22.3200000000        -0.5800017650        -4.8332127079        -4.2079827503       
22.3250000000        -0.5812513150        -4.8436253330        -4.4207421878       
22.3300000000        -0.5825016850        -4.8540447913        -4.3542548636       
22.3350000000        -0.5837510350        -4.8644557497        -4.4340396527       
22.3400000000        -0.5850018000        -4.8748784996        -4.4340396527       
22.3450000000        -0.5862512650        -4.8852904164        -4.2611726097       
22.3500000000        -0.5875021050        -4.8957137912        -4.3143624691       
22.3550000000        -0.5887513950        -4.9061242497        -4.3276599339       
22.3600000000        -0.5900074400        -4.9165909983        -4.3675523284       
22.3650000000        -0.5912514900        -4.9269577913        -4.3143624691       
22.3700000000        -0.5925017600        -4.9373764163        -4.4739320472       
22.3750000000        -0.5937511500        -4.9477877081        -4.2877675394       
22.3800000000        -0.5950133950        -4.9583061219        -4.3675523285       
22.3850000000        -0.5962512500        -4.9686212914        -4.3010650042       
22.3900000000        -0.5975010950        -4.9790363747        -4.3143624691       
22.3950000000        -0.5987508700        -4.9894508748        -4.4606345824       
22.4000000000        -0.6000010900        -4.9998690831        -4.3542548636       
22.4050000000        -0.6012508950        -5.0102838331        -4.3675523285       
22.4100000000        -0.6025008950        -5.0207002081        -4.6467990902       
22.4150000000        -0.6037508250        -5.0311159998        -4.3542548636       
22.4200000000        -0.6050021300        -5.0415432495        -4.4739320472       
22.4250000000        -0.6062507700        -5.0519482915        -4.3941472581       
22.4300000000        -0.6075010850        -5.0623672914        -4.3941472581       
22.4350000000        -0.6087507950        -5.0727812498        -4.3675523285       
22.4400000000        -0.6100010750        -5.0831999581        -4.6202041605       
22.4450000000        -0.6112509750        -5.0936154998        -4.3808497933       
22.4500000000        -0.6125012200        -5.1040339164        -4.3143624691       
22.4550000000        -0.6137509800        -5.1144482914        -4.4340396527       
22.4600000000        -0.6150008750        -5.1248637915        -4.5537168363       
22.4650000000        -0.6162516000        -5.1352862079        -4.5404193714       
22.4700000000        -0.6176083150        -5.1465918497        -4.5271219066       
22.4750000000        -0.6187611150        -5.1561982474        -4.6467990902       
22.4800000000        -0.6200056550        -5.1665691236        -4.5271219066       
22.4850000000        -0.6212527950        -5.1769616660        -4.6069066957       
22.4900000000        -0.6225010150        -5.1873632081        -4.4606345824       
22.4950000000        -0.6237509650        -5.1977791664        -4.6999889496       
22.5000000000        -0.6250009000        -5.2081949998        -4.4872295121       
22.5050000000        -0.6262506650        -5.2186094165        -4.7132864144       
22.5100000000        -0.6275012650        -5.2290307914        -4.6202041605       
22.5150000000        -0.6287508750        -5.2394439165        -4.5936092308       
22.5200000000        -0.6300009450        -5.2498608748        -4.5670143011       
22.5250000000        -0.6312508100        -5.2602761248        -4.7132864144       
22.5300000000        -0.6325008300        -5.2706926665        -4.6467990902       
22.5350000000        -0.6337527550        -5.2811250827        -4.7265838793       
22.5400000000        -0.6350009250        -5.2915262081        -4.5670143011       
22.5450000000        -0.6362525500        -5.3019561244        -4.6467990902       
22.5500000000        -0.6375011050        -5.3123604581        -4.7398813441       
22.5550000000        -0.6387506750        -5.3227732498        -4.6866914847       
22.5600000000        -0.6400007500        -5.3331902498        -4.6999889496       
22.5650000000        -0.6412586150        -5.3436721647        -4.5271219066       
22.5700000000        -0.6425010850        -5.3540257914        -4.8462610629       
22.5750000000        -0.6437507600        -5.3644394582        -4.6600965551       
22.5800000000        -0.6450011150        -5.3748587914        -4.8329635980       
22.5850000000        -0.6462507150        -5.3852718332        -4.7132864144       
22.5900000000        -0.6475009300        -5.3956899998        -4.7797737387       
22.5950000000        -0.6487520600        -5.4061157912        -4.9127483871       
22.6000000000        -0.6500008050        -5.4165217081        -4.7265838793       
22.6050000000        -0.6512535500        -5.4269609575        -4.8196661332       
22.6100000000        -0.6525067650        -5.4374041234        -4.7132864144       
22.6150000000        -0.6537508050        -5.4477708332        -4.8329635980       
22.6200000000        -0.6550010200        -5.4581889998        -4.9526407816       
22.6250000000        -0.6562568700        -5.4686541234        -4.7930712035       
22.6300000000        -0.6575011600        -5.4790229164        -4.6999889496       
22.6350000000        -0.6587512150        -5.4894397497        -4.9260458519       
22.6400000000        -0.6600009750        -5.4998541248        -4.7664762738       
22.6450000000        -0.6612627250        -5.5103684137        -4.9127483871       
22.6500000000        -0.6625012900        -5.5206894997        -4.7664762738       
22.6550000000        -0.6637711600        -5.5312714534        -5.0058306410       
22.6600000000        -0.6650038500        -5.5415435824        -4.8595585277       
22.6650000000        -0.6662507700        -5.5519342915        -4.8595585277       
22.6700000000        -0.6675022100        -5.5623626662        -4.9526407816       
22.6750000000        -0.6687508600        -5.5727677915        -4.8994509223       
22.6800000000        -0.6700011150        -5.5831862914        -5.0191281059       
22.6850000000        -0.6712513850        -5.5936049163        -4.7930712035       
22.6900000000        -0.6725007800        -5.6040162498        -5.0191281059       
22.6950000000        -0.6737509650        -5.6144341664        -4.9659382465       
22.7000000000        -0.6750010500        -5.6248512497        -4.9526407816       
22.7050000000        -0.6762515800        -5.6352720413        -4.8063686683       
22.7100000000        -0.6775011500        -5.6456848331        -4.8595585277       
22.7150000000        -0.6787514400        -5.6561036247        -5.0856154301       
22.7200000000        -0.6800010600        -5.6665168331        -4.9127483871       
22.7250000000        -0.6812511150        -5.6769336664        -4.9659382465       
22.7300000000        -0.6825021800        -5.6873589162        -5.0457230356       
22.7350000000        -0.6837594900        -5.6978362061        -5.0723179653       
22.7400000000        -0.6850011800        -5.7081833331        -4.8994509223       
22.7450000000        -0.6862650050        -5.7187149132        -5.0191281059       
22.7500000000        -0.6875008250        -5.7290131248        -4.9925331762       
22.7550000000        -0.6887511950        -5.7394325830        -5.0989128949       
22.7600000000        -0.6900008300        -5.7498459165        -4.9393433168       
22.7650000000        -0.6912508850        -5.7602627498        -5.0856154301       
22.7700000000        -0.6925008750        -5.7706790414        -5.0457230355       
22.7750000000        -0.6937509100        -5.7810957081        -5.0856154301       
22.7800000000        -0.6950007700        -5.7915109165        -5.1919951489       
22.7850000000        -0.6962508900        -5.8019282914        -5.1521027543       
22.7900000000        -0.6975007450        -5.8123434582        -5.1122103598       
22.7950000000        -0.6987507250        -5.8227596665        -5.0191281059       
22.8000000000        -0.7000008450        -5.8331770415        -5.1122103598       
22.8050000000        -0.7012507800        -5.8435928748        -5.3116723324       
22.8100000000        -0.7025007000        -5.8540085832        -5.0191281059       
22.8150000000        -0.7037507350        -5.8644252498        -5.3515647270       
22.8200000000        -0.7050008000        -5.8748421665        -5.1654002192       
22.8250000000        -0.7062511300        -5.8852612914        -5.3515647270       
22.8300000000        -0.7075009300        -5.8956759998        -5.1122103598       
22.8350000000        -0.7087515600        -5.9060976246        -5.3382672622       
22.8400000000        -0.7100009750        -5.9165091248        -5.2318875434       
22.8450000000        -0.7112512600        -5.9269278747        -5.3249697973       
22.8500000000        -0.7125009200        -5.9373414164        -5.1919951489       
22.8550000000        -0.7137516100        -5.9477635413        -5.3382672622       
22.8600000000        -0.7150016300        -5.9581800830        -5.3249697973       
22.8650000000        -0.7162514550        -5.9685949996        -5.2717799379       
22.8700000000        -0.7175011300        -5.9790086664        -5.3648621919       
22.8750000000        -0.7187518700        -5.9894312079        -5.3914571215       
22.8800000000        -0.7200014500        -5.9998440830        -5.2318875434       
22.8850000000        -0.7212515300        -6.0102611247        -5.3116723325       
22.8900000000        -0.7225014550        -6.0206768747        -5.4446469809       
22.8950000000        -0.7237518300        -6.0310963746        -5.2983748676       
22.9000000000        -0.7250014250        -6.0415093747        -5.2983748676       
22.9050000000        -0.7262514850        -6.0519262497        -5.4313495161       
22.9100000000        -0.7275015600        -6.0623432497        -5.2983748676       
22.9150000000        -0.7287511800        -6.0727564581        -5.2850774028       
22.9200000000        -0.7300015100        -6.0831755830        -5.4845393755       
22.9250000000        -0.7312510000        -6.0935877081        -5.5244317700       
22.9300000000        -0.7327621950        -6.1061806471        -5.2850774028       
22.9350000000        -0.7338273350        -6.1150565653        -5.3648621919       
22.9400000000        -0.7350009850        -6.1248367081        -5.2850774028       
22.9450000000        -0.7362579200        -6.1353108731        -5.4047545864       
22.9500000000        -0.7375015450        -6.1456741246        -5.4047545864       
22.9550000000        -0.7387555950        -6.1561242487        -5.4712419107       
22.9600000000        -0.7400109500        -6.1665852474        -5.4047545864       
22.9650000000        -0.7412512200        -6.1769205414        -5.4446469809       
22.9700000000        -0.7425012700        -6.1873373330        -5.4047545864       
22.9750000000        -0.7437512750        -6.1977537497        -5.6441089536       
22.9800000000        -0.7450026250        -6.2081813744        -5.4446469809       
22.9850000000        -0.7462575200        -6.2186385399        -5.5111343052       
22.9900000000        -0.7475012250        -6.2290024581        -5.4978368403       
22.9950000000        -0.7487511300        -6.2394180414        -5.5377292348       
23.0000000000        -0.7500068800        -6.2498823317        -5.3781596567       
23.0050000000        -0.7512620350        -6.2603416639        -5.7238937427       
23.0100000000        -0.7525017900        -6.2706726662        -5.6175140239       
23.0150000000        -0.7537514100        -6.2810858747        -5.4978368403       
23.0200000000        -0.7550040100        -6.2915239157        -5.5909190942       
23.0250000000        -0.7562556000        -6.3019535404        -5.7238937427       
23.0300000000        -0.7575018750        -6.3123388745        -5.6042165591       
23.0350000000        -0.7587543850        -6.3227761657        -5.6972988130       
23.0400000000        -0.7600067700        -6.3332124151        -5.7637861372       
23.0450000000        -0.7612528950        -6.3435964993        -5.6308114888       
23.0500000000        -0.7625010550        -6.3539975414        -5.8568683911       
23.0550000000        -0.7637526800        -6.3644274577        -5.6972988130       
23.0600000000        -0.7650015450        -6.3748343746        -5.7770836021       
23.0650000000        -0.7662526900        -6.3852602910        -5.6308114888       
23.0700000000        -0.7675013350        -6.3956653747        -5.7238937427       
23.0750000000        -0.7687512100        -6.4060807080        -5.7371912075       
23.0800000000        -0.7700107350        -6.4165764558        -6.0297354341       
23.0850000000        -0.7712511600        -6.4269130414        -5.6574064184       
23.0900000000        -0.7725140500        -6.4374368300        -5.7637861372       
23.0950000000        -0.7737519550        -6.4477524162        -5.7504886724       
23.1000000000        -0.7750013500        -6.4581637497        -5.7637861372       
23.1050000000        -0.7762521950        -6.4685871661        -6.1494126178       
23.1100000000        -0.7775295650        -6.4792316181        -5.9233557154       
23.1150000000        -0.7787518650        -6.4894171662        -5.8036785318       
23.1200000000        -0.7800090150        -6.4998931229        -5.8568683911       
23.1250000000        -0.7812511550        -6.5102439997        -5.7903810669       
23.1300000000        -0.7825009800        -6.5206589164        -6.0430328990       
23.1350000000        -0.7837514950        -6.5310795830        -5.8568683911       
23.1400000000        -0.7850011100        -6.5414927497        -5.9632481099       
23.1450000000        -0.7862511250        -6.5519092497        -5.8435709263       
23.1500000000        -0.7875011700        -6.5623259997        -5.9632481099       
23.1550000000        -0.7887515750        -6.5727457496        -5.9233557154       
23.1600000000        -0.7900012700        -6.5831595830        -5.9366531802       
23.1650000000        -0.7912512700        -6.5935759580        -5.9366531802       
23.1700000000        -0.7925011650        -6.6039914581        -5.9233557154       
23.1750000000        -0.7937529800        -6.6144229576        -6.0962227583       
23.1800000000        -0.7950045950        -6.6248527906        -5.9233557154       
23.1850000000        -0.7962514150        -6.6352426663        -6.0962227583       
23.1900000000        -0.7975064000        -6.6457005818        -6.0297354341       
23.1950000000        -0.7987527750        -6.6560867493        -6.0031405044       
23.2000000000        -0.8000149600        -6.6666046632        -6.0297354341       
23.2050000000        -0.8012576400        -6.6769600399        -6.0297354341       
23.2100000000        -0.8025014300        -6.6873246663        -6.0829252935       
23.2150000000        -0.8037519750        -6.6977455829        -6.0297354341       
23.2200000000        -0.8050042200        -6.7081806657        -6.1627100826       
23.2250000000        -0.8062519250        -6.7185779162        -6.0031405044       
23.2300000000        -0.8075024450        -6.7289986244        -6.0563303638       
23.2350000000        -0.8087516950        -6.7394087496        -6.3621720553       
23.2400000000        -0.8101193200        -6.7508053055        -6.1361151529       
23.2450000000        -0.8112517700        -6.7602421246        -6.0563303638       
23.2500000000        -0.8125010950        -6.7706528747        -6.3089821959       
23.2550000000        -0.8137518350        -6.7810754162        -6.1095202232       
23.2600000000        -0.8150013550        -6.7914877913        -6.1627100826       
23.2650000000        -0.8162520250        -6.8019097495        -6.0297354341       
23.2700000000        -0.8175028100        -6.8123326660        -6.1095202232       
23.2750000000        -0.8187518600        -6.8227411246        -6.0164379693       
23.2800000000        -0.8200013100        -6.8331529163        -6.2158999420       
23.2850000000        -0.8212536850        -6.8435890825        -6.2158999420       
23.2900000000        -0.8225017950        -6.8539897079        -6.1627100826       
23.2950000000        -0.8237512250        -6.8644013330        -6.1361151529       
23.3000000000        -0.8250015350        -6.8748202913        -6.3488745904       
23.3050000000        -0.8262532650        -6.8852510826        -6.2557923365       
23.3100000000        -0.8275013900        -6.8956518330        -6.2690898014       
23.3150000000        -0.8287511650        -6.9060663331        -6.2557923365       
23.3200000000        -0.8300013750        -6.9164844580        -6.3089821959       
23.3250000000        -0.8312554050        -6.9269344154        -6.3222796607       
23.3300000000        -0.8325071700        -6.9373654983        -6.3488745904       
23.3350000000        -0.8337570050        -6.9477804984        -6.3222796607       
23.3400000000        -0.8350053350        -6.9581829571        -6.2557923365       
23.3450000000        -0.8362540150        -6.9685883324        -6.2291974068       
23.3500000000        -0.8375015100        -6.9789838330        -6.3621720552       
23.3550000000        -0.8387521350        -6.9894054162        -6.4153619146       
23.3600000000        -0.8400021300        -6.9998217495        -6.4286593795       
23.3650000000        -0.8412515700        -7.0102334580        -6.2026024771       
23.3700000000        -0.8425017150        -7.0206510413        -6.4286593795       
23.3750000000        -0.8437510550        -7.0310619164        -6.2956847310       
23.3800000000        -0.8450020450        -7.0414865412        -6.4818492389       
23.3850000000        -0.8462516250        -7.0518994163        -6.3621720553       
23.3900000000        -0.8475010800        -7.0623112497        -6.3488745904       
23.3950000000        -0.8487512200        -7.0727287914        -6.4286593795       
23.4000000000        -0.8500012700        -7.0831455830        -6.4020644498       
23.4050000000        -0.8512512750        -7.0935619997        -6.5749314928       
23.4100000000        -0.8525017300        -7.1039821663        -6.4286593795       
23.4150000000        -0.8537516000        -7.1143974580        -6.3621720552       
23.4200000000        -0.8550015100        -7.1248130830        -6.6414188170       
23.4250000000        -0.8562515150        -7.1352294996        -6.4020644498       
23.4300000000        -0.8575020100        -7.1456499995        -6.4685517740       
23.4350000000        -0.8587517150        -7.1560639163        -6.5882289576       
23.4400000000        -0.8600017800        -7.1664808329        -6.5882289576       
23.4450000000        -0.8612514250        -7.1768942497        -6.5616340279       
23.4500000000        -0.8625017400        -7.1873132496        -6.6680137467       
23.4550000000        -0.8637534000        -7.1977434575        -6.3754695201       
23.4600000000        -0.8650022350        -7.2081501245        -6.7345010709       
23.4650000000        -0.8662519750        -7.2185643329        -6.5483365631       
23.4700000000        -0.8675015400        -7.2289770830        -6.5084441686       
23.4750000000        -0.8687517300        -7.2393950413        -6.6946086764       
23.4800000000        -0.8702749700        -7.2520883525        -6.5616340279       
23.4850000000        -0.8713867000        -7.2613525098        -6.5217416334       
23.4900000000        -0.8725013750        -7.2706412080        -6.6946086764       
23.4950000000        -0.8737511550        -7.2810557497        -6.6148238873       
23.5000000000        -0.8750014150        -7.2914742913        -6.4951467037       
23.5050000000        -0.8762517600        -7.3018935412        -6.7477985358       
23.5100000000        -0.8775015550        -7.3123082079        -6.6148238873       
23.5150000000        -0.8787518400        -7.3227269579        -6.6414188170       
23.5200000000        -0.8800012000        -7.3331379997        -6.4153619146       
23.5250000000        -0.8812525350        -7.3435654994        -6.5882289576       
23.5300000000        -0.8825025950        -7.3539823744        -6.7212036061       
23.5350000000        -0.8837517800        -7.3643919579        -6.5882289576       
23.5400000000        -0.8850022800        -7.3748124995        -6.4818492389       
23.5450000000        -0.8863731650        -7.3862362212        -6.5483365631       
23.5500000000        -0.8875011100        -7.3956354997        -6.6813112116       
23.5550000000        -0.8887517850        -7.4060574996        -6.6414188170       
23.5600000000        -0.8900022650        -7.4164778745        -6.6547162818       
23.5650000000        -0.8913982300        -7.4281105904        -6.8541782545       
23.5700000000        -0.8925010100        -7.4373001664        -6.6148238873       
23.5750000000        -0.8937514250        -7.4477199997        -6.6813112116       
23.5800000000        -0.8950020000        -7.4581411662        -6.6680137467       
23.5850000000        -0.8962509650        -7.4685489164        -6.8009883952       
23.5900000000        -0.8975027700        -7.4789803327        -6.7610960006       
23.5950000000        -0.8987510400        -7.4893822914        -6.8142858600       
23.6000000000        -0.9000014100        -7.4998017497        -6.8009883951       
23.6050000000        -0.9012513800        -7.5102178747        -6.5749314928       
23.6100000000        -0.9025016950        -7.5206368746        -6.6813112115       
23.6150000000        -0.9037511050        -7.5310483331        -6.8009883952       
23.6200000000        -0.9050141000        -7.5415729967        -6.7743934654       
23.6250000000        -0.9062509450        -7.5518797498        -6.8674757194       
23.6300000000        -0.9075016100        -7.5623016663        -6.8009883952       
23.6350000000        -0.9087509800        -7.5727127914        -6.8541782545       
23.6400000000        -0.9100014000        -7.5831326663        -6.9073681139       
23.6450000000        -0.9112519650        -7.5935537495        -6.8408807897       
23.6500000000        -0.9125015500        -7.6039666663        -6.9206655787       
23.6550000000        -0.9137510400        -7.6143787914        -6.8674757194       
23.6600000000        -0.9150017100        -7.6248007496        -6.8275833248       
23.6650000000        -0.9162517550        -7.6352174996        -7.0270452975       
23.6700000000        -0.9175035850        -7.6456491242        -6.9206655788       
23.6750000000        -0.9189951850        -7.6580787761        -6.8807731842       
23.6800000000        -0.9200406900        -7.6667910738        -7.0004503678       
23.6850000000        -0.9212511050        -7.6768775831        -6.9605579733       
23.6900000000        -0.9225172450        -7.6874284543        -6.9339630436       
23.6950000000        -0.9237517450        -7.6977156663        -7.0137478327       
23.7000000000        -0.9250015800        -7.7081306663        -6.8541782545       
23.7050000000        -0.9262513350        -7.7185449997        -6.9605579733       
23.7100000000        -0.9275026350        -7.7289722077        -7.1201275514       
23.7150000000        -0.9287511100        -7.7393758747        -6.8807731842       
23.7200000000        -0.9300009550        -7.7497909581        -7.0669376921       
23.7250000000        -0.9312510400        -7.7602080414        -7.0669376921       
23.7300000000        -0.9325029250        -7.7706401243        -6.8940706491       
23.7350000000        -0.9337548950        -7.7810729155        -7.1999123405       
23.7400000000        -0.9350059200        -7.7914978319        -6.9738554381       
23.7450000000        -0.9362510800        -7.8018738747        -7.0669376920       
23.7500000000        -0.9375074000        -7.8123429149        -7.1068300866       
23.7550000000        -0.9387512950        -7.8227084164        -6.9206655788       
23.7600000000        -0.9400223400        -7.8333001615        -6.9871529030       
23.7650000000        -0.9412507150        -7.8435363332        -7.1201275514       
23.7700000000        -0.9425007650        -7.8539531248        -7.2531021999       
23.7750000000        -0.9437514100        -7.8643748747        -7.1334250163       
23.7800000000        -0.9450011100        -7.8747887497        -6.9339630436       
23.7850000000        -0.9462512250        -7.8852060830        -7.3062920593       
23.7900000000        -0.9475015100        -7.8956248330        -7.1068300866       
23.7950000000        -0.9487519350        -7.9060447496        -7.0669376920       
23.8000000000        -0.9500018500        -7.9164604162        -7.3461844538       
23.8050000000        -0.9512516400        -7.9268750413        -7.2265072702       
23.8100000000        -0.9525013000        -7.9372885830        -7.3328869889       
23.8150000000        -0.9537519600        -7.9477104579        -7.1733174108       
23.8200000000        -0.9550172600        -7.9582543293        -7.1600199460       
23.8250000000        -0.9562520100        -7.9685436245        -7.3062920593       
23.8300000000        -0.9575013650        -7.9789546247        -7.0137478327       
23.8350000000        -0.9587519600        -7.9893759579        -7.3594819187       
23.8400000000        -0.9600017500        -7.9997905829        -7.1866148757       
23.8450000000        -0.9612510150        -8.0102008331        -7.1733174108       
23.8500000000        -0.9625013250        -8.0206197914        -7.3860768483       
23.8550000000        -0.9637528650        -8.0310489993        -7.1999123405       
23.8600000000        -0.9650012900        -8.0414522497        -7.1600199460       
23.8650000000        -0.9662514800        -8.0518702080        -7.2132098053       
23.8700000000        -0.9675010500        -8.0622829997        -7.2531021999       
23.8750000000        -0.9687515400        -8.0727034580        -7.3461844538       
23.8800000000        -0.9700010850        -8.0831160414        -7.3727793835       
23.8850000000        -0.9712509400        -8.0935312081        -7.2929945944       
23.8900000000        -0.9725020200        -8.1039565829        -7.3461844538       
23.8950000000        -0.9737515500        -8.1143690413        -7.3594819187       
23.9000000000        -0.9750010000        -8.1247808331        -7.2398047351       
23.9050000000        -0.9762510000        -8.1351972081        -7.3594819187       
23.9100000000        -0.9775007250        -8.1456112915        -7.3860768483       
23.9150000000        -0.9787514950        -8.1560340830        -7.3727793835       
23.9200000000        -0.9800008950        -8.1664454581        -7.3993743132       
23.9250000000        -0.9812508900        -8.1768617915        -7.3195895241       
23.9300000000        -0.9825007450        -8.1872769582        -7.2929945944       
23.9350000000        -0.9837509050        -8.1976946665        -7.3461844538       
23.9400000000        -0.9850013750        -8.2081149580        -7.4658616374       
23.9450000000        -0.9862509150        -8.2185274998        -7.2265072702       
23.9500000000        -0.9875038500        -8.2289683324        -7.5589438913       
23.9550000000        -0.9887526800        -8.2393749577        -7.3993743132       
23.9600000000        -0.9900010250        -8.2497775414        -7.5589438913       
23.9650000000        -0.9912508750        -8.2601926664        -7.4392667077       
23.9700000000        -0.9925019650        -8.2706181245        -7.5855388210       
23.9750000000        -0.9937510300        -8.2810267081        -7.4392667077       
23.9800000000        -0.9950009700        -8.2914425831        -7.4791591022       
23.9850000000        -0.9962510450        -8.3018595831        -7.6387286804       
23.9900000000        -0.9975008000        -8.3122739165        -7.5589438913       
23.9950000000        -0.9987507650        -8.3226899998        -7.5722413562       
24.0000000000        -1.0000007500        -8.3331062498        -7.5855388210       
24.0050000000        -1.0012517300        -8.3435307913        -7.5722413562       
24.0100000000        -1.0025011100        -8.3539419997        -7.5190514968       
24.0150000000        -1.0040975050        -8.3672449189        -7.4126717780       
24.0200000000        -1.0051491200        -8.3760081319        -7.7850007937       
24.0250000000        -1.0062509700        -8.3851899581        -7.6919185398       
24.0300000000        -1.0075073750        -8.3956597066        -7.5722413562       
24.0350000000        -1.0087508150        -8.4060214165        -7.7451083992       
24.0400000000        -1.0100038150        -8.4164627908        -7.5722413562       
24.0450000000        -1.0112509000        -8.4268548748        -7.5456464265       
24.0500000000        -1.0125011250        -8.4372731247        -7.5855388210       
24.0550000000        -1.0137775100        -8.4479093686        -7.5589438913       
24.0600000000        -1.0150011200        -8.4581058331        -7.5988362859       
24.0650000000        -1.0162508650        -8.4685200831        -7.7584058640       
24.0700000000        -1.0175011600        -8.4789389164        -7.7850007937       
24.0750000000        -1.0187585200        -8.4894166230        -7.6520261452       
24.0800000000        -1.0200734400        -8.5003739829        -7.7584058640       
24.0850000000        -1.0212531150        -8.5102043326        -7.6520261453       
24.0900000000        -1.0225012000        -8.5206047497        -7.6786210750       
24.0950000000        -1.0237769550        -8.5312357437        -7.5988362859       
24.1000000000        -1.0250011350        -8.5414369581        -7.8115957234       
24.1050000000        -1.0262517800        -8.5518587079        -7.5988362859       
24.1100000000        -1.0275008250        -8.5622671248        -7.6387286804       
24.1150000000        -1.0287515150        -8.5726892496        -7.8115957234       
24.1200000000        -1.0300011000        -8.5831021664        -7.6653236101       
24.1250000000        -1.0312512300        -8.5935196247        -7.9046779773       
24.1300000000        -1.0325010250        -8.6039342914        -7.8780830476       
24.1350000000        -1.0337515200        -8.6143547913        -7.7451083992       
24.1400000000        -1.0350010700        -8.6247674164        -7.7850007937       
24.1450000000        -1.0362512050        -8.6351849164        -7.6786210750       
24.1500000000        -1.0375011050        -8.6456004581        -7.9179754421       
24.1550000000        -1.0387513450        -8.6560188330        -7.8381906531       
24.1600000000        -1.0400035000        -8.6664531658        -7.9046779773       
24.1650000000        -1.0412631350        -8.6769498303        -7.8647855828       
24.1700000000        -1.0425013450        -8.6872679580        -7.7318109343       
24.1750000000        -1.0437516700        -8.6976870413        -8.0376526258       
24.1800000000        -1.0450016750        -8.7081034580        -7.8381906531       
24.1850000000        -1.0462510550        -8.7185146664        -7.9711653016       
24.1900000000        -1.0475013100        -8.7289331664        -7.8514881179       
24.1950000000        -1.0487515550        -8.7393515830        -8.0243551609       
24.2000000000        -1.0500009800        -8.7497631664        -8.1972222039       
24.2050000000        -1.0512506900        -8.7601771248        -7.8381906531       
24.2100000000        -1.0525008400        -8.7705947498        -8.1440323445       
24.2150000000        -1.0537516450        -8.7810178330        -8.0509500906       
24.2200000000        -1.0550010800        -8.7914294997        -7.9977602312       
24.2250000000        -1.0562513800        -8.8018483747        -8.0376526258       
24.2300000000        -1.0575010800        -8.8122622497        -8.1839247391       
24.2350000000        -1.0587512550        -8.8226800830        -8.0110576961       
24.2400000000        -1.0600010050        -8.8330943748        -8.0642475555       
24.2450000000        -1.0612512400        -8.8435127080        -7.9844627664       
24.2500000000        -1.0625013500        -8.8539299997        -8.0642475555       
24.2550000000        -1.0637509350        -8.8643429165        -8.0376526258       
24.2600000000        -1.0650015000        -8.8747639996        -8.0642475555       
24.2650000000        -1.0662510300        -8.8851764581        -8.0509500906       
24.2700000000        -1.0675016950        -8.8955983746        -7.9445703718       
24.2750000000        -1.0687512450        -8.9060109997        -8.2238171336       
24.2800000000        -1.0700015150        -8.9164296246        -7.9844627664       
24.2850000000        -1.0712517250        -8.9268477496        -8.2371145985       
24.2900000000        -1.0725015450        -8.9372626246        -7.9977602312       
24.2950000000        -1.0737534700        -8.9476950409        -8.2238171336       
24.3000000000        -1.0750010900        -8.9580915831        -8.2105196687       
24.3050000000        -1.0762889550        -8.9688234909        -8.1706272742       
24.3100000000        -1.0775012700        -8.9789258330        -8.2371145985       
24.3150000000        -1.0787513650        -8.9893429997        -8.1706272742       
24.3200000000        -1.0800011100        -8.9997572497        -8.2770069930       
24.3250000000        -1.0812510100        -9.0101727914        -8.0908424851       
24.3300000000        -1.0825008200        -9.0205875831        -8.1706272742       
24.3350000000        -1.0837513100        -9.0310080414        -8.1839247391       
24.3400000000        -1.0850008950        -9.0414209581        -8.3168993875       
24.3450000000        -1.0862515350        -9.0518426663        -8.1307348797       
24.3500000000        -1.0875009700        -9.0622543331        -8.2105196688       
24.3550000000        -1.0887517300        -9.0726770413        -8.3434943172       
24.3600000000        -1.0900008850        -9.0830863748        -7.9844627664       
24.3650000000        -1.0912519200        -9.0935113746        -8.5030638953       
24.3700000000        -1.0925014550        -9.1039238747        -8.2371145984       
24.3750000000        -1.0937513650        -9.1143394997        -8.1041399500       
24.3800000000        -1.0950012200        -9.1247546664        -8.1839247391       
24.3850000000        -1.0962513250        -9.1351719163        -8.5163613602       
24.3900000000        -1.0975019000        -9.1455930829        -8.1972222039       
24.3950000000        -1.0987522950        -9.1560127495        -8.3168993875       
24.4000000000        -1.1000019750        -9.1664264579        -8.4099816414       
24.4050000000        -1.1012637600        -9.1769410384        -8.2371145984       
24.4100000000        -1.1025017300        -9.1872571662        -8.2637095281       
24.4150000000        -1.1037507750        -9.1976655832        -8.2903044578       
24.4200000000        -1.1050009000        -9.2080829998        -8.3833867117       
24.4250000000        -1.1062509450        -9.2184997498        -8.2504120633       
24.4300000000        -1.1075010250        -9.2289167914        -8.3567917820       
24.4350000000        -1.1087512750        -9.2393352497        -8.2770069930       
24.4400000000        -1.1100009800        -9.2497491664        -8.4365765711       
24.4450000000        -1.1112510850        -9.2601664164        -8.3700892469       
24.4500000000        -1.1125007400        -9.2705799165        -8.3434943172       
24.4550000000        -1.1137508200        -9.2809969581        -8.5429562899       
24.4600000000        -1.1150007750        -9.2914129582        -8.3966841766       
24.4650000000        -1.1162512300        -9.3018331247        -8.5030638953       
